Place_id,Map LOcation,Name,Price,Cuisine,Latitude,Longitude,Address,Timing,,Rating,Total Raters,Competitor_Count,Area Name
130,https://www.google.com/maps/place/Hotel+Kundan/data=!4m7!3m6!1s0x3bddc15375973c9b:0x92b889b95494f508!8m2!3d19.999105!4d73.8440744!16s%2Fg%2F11hyygbtj_!19sChIJmzyXdVPB3TsRCPWUVLmJuJI?authuser=0&hl=en&rclk=1,Hotel Kundan,300,Familyfriendly,19.999105,73.8440744,·,⋅ Closes 11:30 pm,,4,1092,11,nandur naka
131,https://www.google.com/maps/place/Udupi+tadka+High+Gardens+Pure+Veg+restaurant/data=!4m7!3m6!1s0x3bddebdc01e2fa09:0xe21978bf5449edbf!8m2!3d19.98015!4d73.8025912!16s%2Fg%2F11h2k1q8m2!19sChIJCfriAdzr3TsRv1JVL94GeI?authuser=0&hl=en&rclk=1,Udupi tadka High Gardens Pure Veg restaurant,300,South Indian,19.98015,73.8025912,·,⋅ Closes 11 pm,,4.4,1997,35,ashoka marg
132,https://www.google.com/maps/place/The+Curry+Crown+Family+Restaurant/data=!4m7!3m6!1s0x3bddeb6a226c2cd7:0xba23347ee5162dc7!8m2!3d20.0152231!4d73.8254221!16s%2Fg%2F11y781bfql!19sChIJ1yxsImrr3TsRxy0W5X40I7o?authuser=0&hl=en&rclk=1,The Curry Crown Family Restaurant,100,Restaurant,20.0152231,73.8254221,·,⋅ Closes 11 pm,,3.2,5,67,amrutdham
133,https://www.google.com/maps/place/Good+Luck+Cafe+And+Restaurant/data=!4m7!3m6!1s0x3bddeb180e793bf9:0x23a5881e4b62be14!8m2!3d20.0144786!4d73.8205228!16s%2Fg%2F11rkp02rrn!19sChIJTt5Dhjr3TsRFL5iSx6IpSM?authuser=0&hl=en&rclk=1,Good Luck Cafe And Restaurant,300,Fast Food,20.0144786,73.8205228,"Shop No.16 Sagar Garden, Old Agra Rd, near K K Wagh Clg",⋅ Closes 10 pm,,4,8,65,panchvati
134,https://www.google.com/maps/place/Cafe+spice+box/data=!4m7!3m6!1s0x3bddeba89dc31171:0xc365c43ad637b5ea!8m2!3d20.0019!4d73.7622071!16s%2Fg%2F11rxm9try3!19sChIJcRHDnajr3TsR6rU31jrEZcM?authuser=0&hl=en&rclk=1,Cafe spice box,255,Vegetarian,20.0019,73.7622071,·,⋅ Closes 10 pm,,4.7,28,142,college road
135,https://www.google.com/maps/place/Hotel+Vaibhav+Bar+And+Restaurant/data=!4m7!3m6!1s0x3bddea881665ec57:0xee8477001639ed2b!8m2!3d20.0038749!4d73.8288341!16s%2Fg%2F11b6tt_r9j!19sChIJVxlFojq3TsRK05FgB3hO4?authuser=0&hl=en&rclk=1,Hotel Vaibhav Bar And Restaurant,300,Restaurant,20.0038749,73.8288341,Plot No.1 Aurangabad Road Opposite Indu Lawns,⋅ Closes 11 pm,,3.7,86,65,panchvati
136,https://www.google.com/maps/place/Hotel+New+Punjab+Family+Restaurant+and+Bar+RTO+Corner/data=!4m7!3m6!1s0x3bddea33225dc75d:0x4610044a6cbd02d4!8m2!3d20.0342847!4d73.7955581!16s%2Fg%2F11d_2n6dbh!19sChIJXcddIjPq3TsR1AK9bEoEEEY?authuser=0&hl=en&rclk=1,Hotel New Punjab Family Restaurant and Bar RTO Corner,255,Indian,20.0342847,73.7955581,·,⋅ Closes 11:45 pm,,3.7,85,75,lekha nagar
137,https://www.google.com/maps/place/Meals+and+memories/data=!4m7!3m6!1s0x3bddebdd5585113d:0xebd4080c6d8ed479!8m2!3d20.0144266!4d73.8213236!16s%2Fg%2F11y4qvy4cr!19sChIJPRGFVd3r3TsRedSObQwI1Os?authuser=0&hl=en&rclk=1,Meals and memories,255,Restaurant,20.0144266,73.8213236,near Ap point,⋅ Closes 10 pm,,4.9,9,65,amrutdham
138,https://www.google.com/maps/place/Tales+%26+Spirits+Bistro/data=!4m7!3m6!1s0x3bddeb18be4e5de9:0x76cad730b6dc855f!8m2!3d20.0014407!4d73.7626742!16s%2Fg%2F11h03dsl54!19sChIJ6V1Ovhjr3TsRX4XctjDXynY?authuser=0&hl=en&rclk=1,Tales & Spirits Bistro,255,Modern European,20.0014407,73.7626742,·,⋅ Opens 12 pm,,4.3,3228,66,college road
139,https://www.google.com/maps/place/Sarthak+Biryani+Corner/data=!4m7!3m6!1s0x3bddebea655a304f:0x42a1c7629b1e11e9!8m2!3d20.0160276!4d73.825575!16s%2Fg%2F11fhv986k3!19sChIJTzBaZerr3TsR6REem2LHoUI?authuser=0&hl=en&rclk=1,Sarthak Biryani Corner,255,Biryani,20.0160276,73.825575,"2R8G+C68, Amrutdham",⋅ Closes 10 pm,,4.3,3,23,amrutdham
140,https://www.google.com/maps/place/Govinda+Family+restaurant/data=!4m7!3m6!1s0x3bddebfe21dcbe5b:0x68e947f4e6a43239!8m2!3d19.9925873!4d73.808962!16s%2Fg%2F11l6wg_c6d!19sChIJW77cIf7r3TsROTKk5vRH6Wg?authuser=0&hl=en&rclk=1,Govinda Family restaurant,255,Restaurant,19.9925873,73.808962,"Maleka Appartment, Jejurkar Ln",,,4.7,3,131,dwarka
141,https://www.google.com/maps/place/Tandoor+Chicken+Thali+II+%E0%A4%A4%E0%A4%82%E0%A4%A6%E0%A5%82%E0%A4%B0+%E0%A4%9A%E0%A4%BF%E0%A4%95%E0%A4%A8+%E0%A4%A5%E0%A4%BE%E0%A4%B2%E0%A5%80+II/data=!4m7!3m6!1s0x3bddeb0fb8329881:0x5c1682e9d804dc05!8m2!3d20.000225!4d73.7818324!16s%2Fg%2F11rhyyj6z_!19sChIJgZgyuA_r3TsRBdwE2OmCFlw?authuser=0&hl=en&rclk=1,Tandoor Chicken Thali ,255,Takeout restaurant,20.000225,73.7818324,·,,,4.9,45,120,cbs
142,https://www.google.com/maps/place/Mantra+Fine+Dine+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bddeb42453006cd:0xc7262690204565ad!8m2!3d20.0109165!4d73.760717!16s%2Fg%2F11gh82x25c!19sChIJzQYwRULr3TsRrWVFIJAmJsc?authuser=0&hl=en&rclk=1,Mantra Fine Dine Restaurant & Bar,255,Fine Dining,20.0109165,73.760717,"3rd Floor, Bosco Center, Prasad Cir",⋅ 11:30 am,,4,1742,4,gangapur road
143,https://www.google.com/maps/place/Hotel+Spicy+Aroma+Cafe%2FMisal%2Ftandur+%2F+kabab/data=!4m7!3m6!1s0x3bddc108c518abdb:0x6f15dec055a3a19b!8m2!3d20.0424356!4d73.8492652!16s%2Fg%2F11ts013d6w!19sChIJ26sYxQjB3TsRm6GjVcDeFW8?authuser=0&hl=en&rclk=1,Hotel Spicy Aroma Cafe/Misal/tandur / kabab,100,Familyfriendly,20.0424356,73.8492652,Deshmukh Vasti,⋅ Closes 10 pm,,4.8,25,153,adgaon
144,https://www.google.com/maps/place/Lazeez+by+Enter+The+Dragon/data=!4m7!3m6!1s0x3bddeb0fecec9865:0x5a10d63909c570b3!8m2!3d20.0055079!4d73.7653345!16s%2Fg%2F11h6r9f4mk!19sChIJZZjs7A_r3TsRs3DFCTnWEFo?authuser=0&hl=en&rclk=1,Lazeez by Enter The Dragon,255,Chinese,20.0055079,73.7653345,"3rd floor, abovr peter england, Archit Arcade, College Road",⋅ Closes 12 am,,3.7,63,65,college road
145,https://www.google.com/maps/place/Banjo%27s+The+Food+Chain++KKW+Engg+%7C+Best+fast+food+in+nashik+%7C+Pizza+%7C+Burger+%7C+Sandwich+%7C+Momos+%7CCold+Coffee/data=!4m7!3m6!1s0x3bddeb8740209a6b:0xcada44b2ed441d0b!8m2!3d20.0140375!4d73.8191153!16s%2Fg%2F11h0mjn9ny!19sChIJa5ogQIfr3TsRCx1E7bJE2so?authuser=0&hl=en&rclk=1,Banjo's The Food Chain KKW Engg | Best fast food in nashik | Pizza | Burger | Sandwich | Momos |Cold Coffee,100,Cafe,20.0140375,73.8191153,"Shop No 1, 283/5, near K.K.Wagh Engineering College",⋅ Closes 10 pm,,4,236,11,amrutdham
146,https://www.google.com/maps/place/Best+restaurant+Hotel+Dosti+katta/data=!4m7!3m6!1s0x3bddeb00432ecaa7:0x715dbe134e8576a1!8m2!3d20.0390776!4d73.8351014!16s%2Fg%2F11vsgnm6bs!19sChIJp8ouQwDr3TsRoXaFThOXXE?authuser=0&hl=en&rclk=1,Best restaurant Hotel Dosti katta,255,Restaurant,20.0390776,73.8351014,2RQP+J2Q,,,5,1,2,adgaon
147,https://www.google.com/maps/place/K+T+S+Family+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bddeb204d67d617:0xbba4f7696f12d8a!8m2!3d19.980219!4d73.8279389!16s%2Fg%2F11y64y9ff_!19sChIJF9ZnTSDr3TsRii3xlnZPugs?authuser=0&hl=en&rclk=1,K T S Family Bar & Restaurant,255,Restaurant,19.980219,73.8279389,·,⋅ Closes 11 pm,,4.3,49,11,jail road
148,https://www.google.com/maps/place/Nandan+Thali+Restaurant/data=!4m7!3m6!1s0x3bddc17cad1269ef:0xd7c242977cde7da0!8m2!3d19.9975329!4d73.8441101!16s%2Fg%2F11sx4m8vfy!19sChIJ72kSrXzB3TsRoH3efJdCwtc?authuser=0&hl=en&rclk=1,Nandan Thali Restaurant,300,Indian,19.9975329,73.8441101,·,⋅ 11:30 am,,4.2,579,28,nandur naka
149,https://www.google.com/maps/place/Baati+Chokha+%7C+%E0%A4%9A%E0%A5%8B%E0%A4%96%E0%A4%BE+%E0%A4%AC%E0%A4%BE%E0%A4%9F%E0%A5%80+Restaurant/data=!4m7!3m6!1s0x3bddc115fe45fce3:0x8416309b072f5e97!8m2!3d20.020926!4d73.8468491!16s%2Fg%2F11vx9fs9yb!19sChIJ4_xF_hXB3TsRl14vB5swFoQ?authuser=0&hl=en&rclk=1,Baati Chokha | चोखा बाटी Restaurant,255,Fast Food,20.020926,73.8468491,"Sri Ram Nagar, Konark Nagar, Nashik, Maharashtra 422006",⋅ Closes 10:30 pm,,5,4,68,amrutdham
150,https://www.google.com/maps/place/Dominos/data=!4m7!3m6!1s0x3bddeb0076779055:0x76b2d0ab08413971!8m2!3d20.0189537!4d73.8314117!16s%2Fg%2F11y7cyx749!19sChIJVZB3dgDr3TsRcTlBCKvQsnY?authuser=0&hl=en&rclk=1,Dominos,255,Pizza,20.0189537,73.8314117,,,,3,45,66,college road
151,https://www.google.com/maps/place/Dattu+Bhurjiwala/data=!4m7!3m6!1s0x3bddea65f5eee80f:0x94e40649d9ba9aed!8m2!3d20.0158077!4d73.8255951!16s%2Fg%2F124yczqmv!19sChIJDju9WXq3TsR7Zq62UkG5JQ?authuser=0&hl=en&rclk=1,Dattu Bhurjiwala,255,Breakfast,20.0158077,73.8255951,2R8G+86H,⋅ Opens 5:30 pm,,4,37,66,panchvati
152,https://www.google.com/maps/place/Spruvi+Chatakdar+Pavbhaji/data=!4m7!3m6!1s0x3bddebff56cea55f:0xf2c89f9949e1d266!8m2!3d20.016987!4d73.8250183!16s%2Fg%2F11trcf7lrx!19sChIJX6XOVv_r3TsRZtLhSZmfyPI?authuser=0&hl=en&rclk=1,Spruvi Chatakdar Pavbhaji,255,Restaurant,20.016987,73.8250183,"Chowk, near Amrutdham",,,5,3,99,shalimar
153,https://www.google.com/maps/place/Shaandar+Pure+Veg+restaurant/data=!4m7!3m6!1s0x3bddebabd76beea9:0xc0c219aba8c8acc6!8m2!3d20.0046941!4d73.7892358!16s%2Fg%2F11bzp_sqz8!19sChIJqe5r16vr3TsRxqzIqKsZwsA?authuser=0&hl=en&rclk=1,Shaandar Pure Veg restaurant,255,Vegetarian,20.0046941,73.7892358,2Q3Q+VMH,⋅ Closes 11 pm,,3.5,24,42,gangapur road
154,https://www.google.com/maps/place/Crossroads/data=!4m7!3m6!1s0x3bddebbae2b95e8f:0xbc2ad031bc7f337c!8m2!3d19.9847903!4d73.8022655!16s%2Fg%2F11f79s95xm!19sChIJj1654rrr3TsRfDN_vDHQKrw?authuser=0&hl=en&rclk=1,Crossroads,300,Restaurant,19.9847903,73.8022655,"XRM2+WW6, Opp Nasik Club, Pune Rd",⋅ Opens 12 pm,,4,235,66,college road
155,https://www.google.com/maps/place/Maharaja+Sandwich+and+Burger/data=!4m7!3m6!1s0x3bddeb9a1eb40a6b:0x5a16c33e9d6fc8f9!8m2!3d20.0139565!4d73.8254815!16s%2Fg%2F11pck_6qjg!19sChIJawq0Hprr3TsRchvnT7DFlo?authuser=0&hl=en&rclk=1,Maharaja Sandwich and Burger,255,Sandwich,20.0139565,73.8254815,"2R7G+H5Q, Amrutdham Rd",⋅ Closes 10 pm,,4.3,4,67,dwarka
156,https://www.google.com/maps/place/Mauli+Vadapav+%26+Cafe/data=!4m7!3m6!1s0x3bddebdb67477f7b:0xa785c98bc00250f5!8m2!3d20.0108803!4d73.8257069!16s%2Fg%2F11w3cnt7pn!19sChIJe39HZ9vr3TsR9VACwIvJhac?authuser=0&hl=en&rclk=1,Mauli Vadapav & Cafe,255,Cafe,20.0108803,73.8257069,"28, Bidi, Amrutdham Rd",⋅ Closes 10 pm,,4.9,14,18,nashik railway station
157,https://www.google.com/maps/place/Hotel+Sugaran/data=!4m7!3m6!1s0x3bddc02ac16a59e5:0x23b9da18b1c7d44d!8m2!3d20.0053654!4d73.8438392!16s%2Fg%2F11b6_mc7nq!19sChIJ5VlqwSrA3TsRTdTHsRjauSM?authuser=0&hl=en&rclk=1,Hotel Sugaran,255,Non Vegetarian Restaurant,20.0053654,73.8438392,"2R4V+4GW, Nandur Naka Rd, Near Bapuji",⋅ Closes 11 pm,,3.6,19,147,satpur
158,"https://www.google.com/maps/place/Grace+and+Grain+Family+Restaurant,+Nashik/data=!4m7!3m6!1s0x3bddeb782a5d1b0b:0xe3d7cf40ebe93a97!8m2!3d20.0020459!4d73.7545971!16s%2Fg%2F11q4dnrnhs!19sChIJCxtdKnjr3TsRlzrp60DP1M?authuser=0&hl=en&rclk=1","Grace and Grain Family Restaurant, Nashik",255,Restaurant,20.0020459,73.7545971,"204, United Avenue's, near Old Idea Showroom",⋅ Closes 12 am,,3.8,5,64,sharanpur road
159,https://www.google.com/maps/place/Rayate+Misal+point/data=!4m7!3m6!1s0x3bddebb3dedb4d71:0x2a0e21b49fa998ae!8m2!3d20.0189986!4d73.8301775!16s%2Fg%2F11l1f7frx3!19sChIJcU3b3rPr3TsRrpipn7QhDio?authuser=0&hl=en&rclk=1,Rayate Misal point,255,Vegetarian,20.0189986,73.8301775,Sham Apartment,,,3.7,3,99,meri colony
160,https://www.google.com/maps/place/The+Eatery/data=!4m7!3m6!1s0x3bddebb05e166ed3:0xbf724476c427df22!8m2!3d20.019436!4d73.7568077!16s%2Fg%2F11ghn4yt0n!19sChIJ024WXrDr3TsRIt8nxHZEcr8?authuser=0&hl=en&rclk=1,The Eatery,255,Biryani,20.019436,73.7568077,·,⋅ Closes 11 pm,,4.1,31,65,pathardi phata
161,https://www.google.com/maps/place/Tulja+Bhavani+Khanaval/data=!4m7!3m6!1s0x3bddebbddbaf72bf:0xe1a22cbbab369206!8m2!3d20.0162701!4d73.8239852!16s%2Fg%2F11q9fvnwxw!19sChIJv3Kv273r3TsRBpI2q7ssouE?authuser=0&hl=en&rclk=1,Tulja Bhavani Khanaval,255,Restaurant,20.0162701,73.8239852,Mumbai Agra Rd,,,4.3,3,78,cidco
162,https://www.google.com/maps/place/Aarnav+Restaurant/data=!4m7!3m6!1s0x3bddeb14227e7f89:0x539c7107b2d7b530!8m2!3d20.0242584!4d73.8095298!16s%2Fg%2F11s5ft3qs0!19sChIJiX9IhTr3TsRMLXXsgdxnFM?authuser=0&hl=en&rclk=1,Aarnav Restaurant,255,Fast Food,20.0242584,73.8095298,"Shop no 3, sk pride",⋅ Closes 10 pm,,3.5,4,66,panchvati
163,https://www.google.com/maps/place/The+Golden+Chinese+Bistro/data=!4m7!3m6!1s0x3bddebef09ed402b:0xcb477ea301a185fe!8m2!3d20.0185844!4d73.8237344!16s%2Fg%2F11whdnl5bx!19sChIJK0DtCe_r3TsR_oWhAaNR8s?authuser=0&hl=en&rclk=1,The Golden Chinese Bistro,255,Chinese,20.0185844,73.8237344,"Shop no 4, Akash image building, Tarwala nagar, near varad Ganesh mandir",⋅ Opens 12 pm,,5,1,67,college road
164,https://www.google.com/maps/place/Swadsadan+Family+Restaurant/data=!4m7!3m6!1s0x3bddeb9745c71c29:0xe94514c56d5ce80!8m2!3d20.0152634!4d73.8253844!16s%2Fg%2F11q1jv8ptq!19sChIJKRzHRZfr3TsRgM7VVkxRlA4?authuser=0&hl=en&rclk=1,Swadsadan Family Restaurant,255,Familyfriendly,20.0152634,73.8253844,"2R8G+452, Amrutdham Rd",,,4.1,524,66,satpur
165,https://www.google.com/maps/place/Om+Sainath+Nonveg+Point/data=!4m7!3m6!1s0x3bddebb455374227:0x5f79b025c37cce99!8m2!3d20.017228!4d73.8251377!16s%2Fg%2F11trcdcn3g!19sChIJJ0I3VbTr3TsRmc58wyWweV8?authuser=0&hl=en&rclk=1,Om Sainath Nonveg Point,255,Restaurant,20.017228,73.8251377,"Aamruthdham Near, Chowk, near Amruth Dham",,,3,2,66,ambad
166,https://www.google.com/maps/place/Hotel+Nandanvan/data=!4m7!3m6!1s0x3bddea6f6e180783:0x508ae1c3bfd0cf66!8m2!3d20.017186!4d73.8264231!16s%2Fg%2F11b6syl4zz!19sChIJgwcYbm_q3TsRZs_Qv8PhilA?authuser=0&hl=en&rclk=1,Hotel Nandanvan,100,Breakfast,20.017186,73.8264231,·,⋅ Closes 10 pm,,4.3,23,78,upnagar
167,https://www.google.com/maps/place/Shree+Krishna+Restaurant/data=!4m7!3m6!1s0x3bddeb003a4373e5:0x7c738dfae6f53ba5!8m2!3d20.0390056!4d73.8044277!16s%2Fg%2F11lysrkkxg!19sChIJ5XNDOgDr3TsRpTv15vqNc3w?authuser=0&hl=en&rclk=1,Shree Krishna Restaurant,255,Asian,20.0390056,73.8044277,"2RQ3+JQ3, Dindori Road, Nashik Road",⋅ Closes 11 pm,,5,136,42,indira nagar
168,https://www.google.co.in/maps/place/HOTEL+BHOLE+PUNJAB+DHABA+PURE+VEG+FAMILY+RESTAURANT/data=!4m7!3m6!1s0x3bddc52ad6f0bedb:0xd35ed6f970576791!8m2!3d20.157752!4d73.9857291!16s%2Fg%2F11cmxxk6pf!19sChIJ277w1irF3TsRkWdXcPnWXtM?authuser=0&hl=en&rclk=1,HOTEL BHOLE PUNJAB DHABA PURE VEG FAMILY RESTAURANT,300,Punjabi,20.157752,73.9857291,·,Open,,4.1,1286,5,gangapur road
169,https://www.google.co.in/maps/place/HOTEL+MAKHANLAL+PURE+VEG+FAMILY+RESTAURANT+BHAU+KA+DHABA/data=!4m7!3m6!1s0x3bdddb30910756fb:0x6cc59dbbe5a0081a!8m2!3d20.1647322!4d74.0189131!16s%2Fg%2F11rvlpcycs!19sChIJ1YHkTDb3TsRGgig5budxWw?authuser=0&hl=en&rclk=1,HOTEL MAKHANLAL PURE VEG FAMILY RESTAURANT BHAU KA DHABA,300,Familyfriendly,20.1647322,74.0189131,·,Open,,4.4,598,15,dwarka
170,https://www.google.co.in/maps/place/Curry+Leaves+Pure+Veg+Pimpalgaon+Restaurant+%26+Banquet+Party+Hall+%E0%A4%95%E0%A4%B0%E0%A5%80+%E0%A4%B2%E0%A4%BF%E0%A4%B5%E0%A5%8D%E0%A4%B9%E0%A4%B8+%E0%A4%AA%E0%A4%BF%E0%A4%82%E0%A4%AA%E0%A4%B3%E0%A4%97%E0%A4%BE%E0%A4%B5/data=!4m7!3m6!1s0x3bddda9027474e09:0x8d2dc10b49e7865f!8m2!3d20.1956509!4d74.016427!16s%2Fg%2F11c2nb17p_!19sChIJCU5HJ5Da3TsRX4bnSQvBLY0?authuser=0&hl=en&rclk=1,Curry Leaves Pure Veg Pimpalgaon Restaurant & Banquet Party Hall करी लिव्हस पिंपळगाव,300,Indian,20.1956509,74.016427,·,Open,,3.8,1581,19,pimpalgaon baswant
171,https://www.google.co.in/maps/place/HareKrishna+Family+Restaurant/data=!4m7!3m6!1s0x3bdddbb457d1829f:0x357dd6281655800b!8m2!3d20.1881167!4d74.0043946!16s%2Fg%2F11vjtzc708!19sChIJn4LRV7Tb3TsRC4BVFijWfTU?authuser=0&hl=en&rclk=1,HareKrishna Family Restaurant,255,Restaurant,20.1881167,74.0043946,·,Open,,4.1,109,41,pimpalgaon baswant
172,https://www.google.co.in/maps/place/New+Shahi+Darbar+veg+%2F+nonveg+restaurant/data=!4m7!3m6!1s0x3bdddad90eb92767:0x7c6d88f096819e1b!8m2!3d20.1732759!4d73.9869326!16s%2Fg%2F11cn93vzxl!19sChIJZye5Dtna3TsRG56BlvCIbXw?authuser=0&hl=en&rclk=1,New Shahi Darbar veg / nonveg restaurant,200,Indian,20.1732759,73.9869326,·,Open,,3.8,419,20,nashik railway station
173,https://www.google.co.in/maps/place/Kashibhoj+Family+Restaurant+THALI/data=!4m7!3m6!1s0x3bdddad9b7d6a5dd:0x2649383a1b4fd394!8m2!3d20.190233!4d74.0061673!16s%2Fg%2F11c0xp6gyl!19sChIJ3aXWt9na3TsRlNNPGzo4SSY?authuser=0&hl=en&rclk=1,Kashibhoj Family Restaurant THALI,300,Gujarati,20.190233,74.0061673,·,Open,,4.1,840,8,shalimar
174,https://www.google.co.in/maps/place/Ramaniya+Hotel/data=!4m7!3m6!1s0x3bddc300217dcd7b:0x4dfcc10891964b5b!8m2!3d20.1482253!4d73.8877663!16s%2Fg%2F11y89g282q!19sChIJe819IQDD3TsRW0uWkQjB_E0?authuser=0&hl=en&rclk=1,Ramaniya Hotel,255,Indian,20.1482253,73.8877663,·,,,4.8,71,4,panchvati
175,https://www.google.co.in/maps/place/HOTEL+CHETAN+FAMILY+GARDEN+RESTAURANT/data=!4m7!3m6!1s0x3bddd07e2fbefb83:0xb0aa1e57400679c6!8m2!3d20.2083094!4d74.0334829!16s%2Fg%2F11cn93b3g1!19sChIJg_uL37Q3TsRxnkGQFceqrA?authuser=0&hl=en&rclk=1,HOTEL CHETAN FAMILY GARDEN RESTAURANT,300,Restaurant,20.2083094,74.0334829,·,Open,,4.1,258,0,satpur
176,https://www.google.co.in/maps/place/Hotel+Shivansh+Pure+Veg/data=!4m7!3m6!1s0x3bdddbea5ef20657:0xe365786c197fc548!8m2!3d20.2015005!4d73.9599391!16s%2Fg%2F11khvt6dcm!19sChIJVwbyXurb3TsRSMV_GWx4ZeM?authuser=0&hl=en&rclk=1,Hotel Shivansh Pure Veg,300,Indian,20.2015005,73.9599391,·,Open now,,4.6,97,42,satana naka
177,https://www.google.co.in/maps/place/Patil+wada/data=!4m7!3m6!1s0x3bdddb63c7dcedf5:0x37d858c699e3d6c3!8m2!3d20.1739339!4d73.9847925!16s%2Fg%2F11txrpxcq_!19sChIJ9e3cx2Pb3TsRw9bjmcZY2Dc?authuser=0&hl=en&rclk=1,Patil wada,300,Familyfriendly,20.1739339,73.9847925,·,,,4.3,27,24,deolali
178,https://www.google.co.in/maps/place/Shree+Gurudatta+Misal+Katta/data=!4m7!3m6!1s0x3bdddb8d021af381:0xef99abb1080f93d5!8m2!3d20.1855105!4d73.9994929!16s%2Fg%2F11q953kxl3!19sChIJgfMaAo3b3TsR1ZMPCLGrme8?authuser=0&hl=en&rclk=1,Shree Gurudatta Misal Katta,100,Familyfriendly,20.1855105,73.9994929,·,Open,,4.3,210,42,pimpalgaon baswant
179,https://www.google.co.in/maps/place/Dream+Cafe/data=!4m7!3m6!1s0x3bdddb8a69ffa20d:0x85ea5a7c803628d4!8m2!3d20.1647318!4d73.9873916!16s%2Fg%2F11fs19qtcv!19sChIJDaL_aYrb3TsR1Cg2gHxa6oU?authuser=0&hl=en&rclk=1,Dream Cafe,255,Restaurant,20.1647318,73.9873916,·,Open,,4.7,13,25,mahatma nagar
180,https://www.google.co.in/maps/place/Hotel+Baithak+Permit+Room+And+Beer+Bar/data=!4m7!3m6!1s0x3bdddae9a092787d:0xb11b026200bfe317!8m2!3d20.1856946!4d73.9990481!16s%2Fg%2F11b7hqqx3_!19sChIJfXiSoOna3TsRFO_AGICG7E?authuser=0&hl=en&rclk=1,Hotel Baithak Permit Room And Beer Bar,255,Non Vegetarian Restaurant,20.1856946,73.9990481,·,Open,,3.9,109,15,gangapur road
181,https://www.google.co.in/maps/place/Hotel+Shiv+Aradhana+Chulivarchi+Misal+%26+Pure+Veg+Restaurant/data=!4m7!3m6!1s0x3bdddb6a994d8681:0x47db9e332a75a1b!8m2!3d20.1957202!4d74.0161986!16s%2Fg%2F11s0py_d4h!19sChIJgYZNmWrb3TsRG1qnMuO5fQQ?authuser=0&hl=en&rclk=1,Hotel Shiv Aradhana Chulivarchi Misal & Pure Veg Restaurant,100,Vegetarian,20.1957202,74.0161986,·,Open,,3.7,284,41,college road
182,https://www.google.co.in/maps/place/Hotel+Pragati/data=!4m7!3m6!1s0x3bdddada964d564b:0xf3cd3b6696c9926f!8m2!3d20.1714154!4d73.9931509!16s%2Fg%2F11cmx5pmhk!19sChIJS1ZNltra3TsRb5LJlmY7zfM?authuser=0&hl=en&rclk=1,Hotel Pragati,100,Restaurant,20.1714154,73.9931509,·,Open,,3.9,531,5,shalimar
183,https://www.google.co.in/maps/place/Hotel+baliraja+pure+veg+restaurant/data=!4m7!3m6!1s0x3bdddb004bd76b0f:0x3caaa132d4db6bbe!8m2!3d20.1654543!4d74.0175803!16s%2Fg%2F11vyf0sfbr!19sChIJD2vXSwDb3TsRvmvb1DKhqjw?authuser=0&hl=en&rclk=1,Hotel baliraja pure veg restaurant,255,Vegetarian,20.1654543,74.0175803,·,,,4.8,69,41,pimpalgaon baswant
184,https://www.google.co.in/maps/place/Pudhari+vadevale/data=!4m7!3m6!1s0x3bdddb53f7ea7fe7:0x170f44386a29a49!8m2!3d20.1730694!4d73.9847999!16s%2Fg%2F11rmwd0mz0!19sChIJ53_q91Pb3TsRSZqihkP0cAE?authuser=0&hl=en&rclk=1,Pudhari vadevale,255,Fast Food,20.1730694,73.9847999,·,Open,,4.5,28,43,satpur
185,https://www.google.co.in/maps/place/Jatra+Chinese+Family+Restaurant/data=!4m7!3m6!1s0x3bdddad6b9731293:0x3970869ecde1b406!8m2!3d20.1654011!4d73.9879323!16s%2Fg%2F11f15d3t1z!19sChIJkxJzudba3TsRBrThzZ6GcDk?authuser=0&hl=en&rclk=1,Jatra Chinese Family Restaurant,255,Chinese,20.1654011,73.9879323,·,Open,,4,7,41,satana naka
186,https://www.google.co.in/maps/place/Hotel+Bhagawati+Family+Restaurant/data=!4m7!3m6!1s0x3bdddb8fcace535b:0x10399fe6bcb2ca41!8m2!3d20.1744946!4d73.9840345!16s%2Fg%2F11rnk64d_k!19sChIJW1POyo_b3TsRQcqyvOafORA?authuser=0&hl=en&rclk=1,Hotel Bhagawati Family Restaurant,255,Familyfriendly,20.1744946,73.9840345,·,Open,,4.1,8,0,panchvati
188,https://www.google.co.in/maps/place/Indrapal+Vadapav+Centre/data=!4m7!3m6!1s0x3bdddad9091f9df9:0x13342d5eef19b20c!8m2!3d20.1730939!4d73.9869592!16s%2Fg%2F11dzts9ttw!19sChIJZ0fCdna3TsRDLIZ714tNBM?authuser=0&hl=en&rclk=1,Indrapal Vadapav Centre,255,Restaurant,20.1730939,73.9869592,,Open,,4.4,15,12,shalimar
189,https://www.google.co.in/maps/place/HOTEL+SAHEB/data=!4m7!3m6!1s0x3bdddbb87a1eadb5:0x80569c75e1f10624!8m2!3d20.2036788!4d74.0257002!16s%2Fg%2F11sd9dc3dx!19sChIJta0eerjb3TsRJAbx4XWcVoA?authuser=0&hl=en&rclk=1,HOTEL SAHEB,255,Restaurant,20.2036788,74.0257002,·,Open,,4.8,17,38,gangapur road
